JW_ID,Entry,Protein names,Length,Gene Names (primary),AlphaFoldDB,PDB
JW5755,P0AF93,2-iminobutanoate/2-iminopropanoate deaminase (EC 3.5.99.10) (Enamine/imine deaminase),128,ridA,P0AF93;,1QU9;
JW0001,P00561,Bifunctional aspartokinase/homoserine dehydrogenase 1 (Aspartokinase I/homoserine dehydrogenase I) (AKI-HDI) [Includes: Aspartokinase (EC 2.7.2.4); Homoserine dehydrogenase (EC 1.1.1.3)],820,thrA,P00561;,6MX1;
JW0006,P30143,Uncharacterized transporter YaaJ,476,yaaJ,P30143;,
JW0009,P0AC98,Succinate-acetate/proton symporter SatP (Succinate-acetate transporter protein),188,satP,P0AC98;,5ZUG;
JW0018,P13738,Na(+)/H(+) antiporter NhaA (Na(+)/H(+) exchanger) (Na(+)/Li(+)/H(+) antiporter) (Sodium/proton antiporter NhaA),388,nhaA,P13738;,1ZCD;3FI1;4ATV;4AU5;7S24;
JW0024,P00956,Isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS),938,ileS,P00956;,
JW0031,P00968,Carbamoyl phosphate synthase large chain (EC 6.3.4.16) (EC 6.3.5.5) (Carbamoyl phosphate synthetase ammonia chain),1073,carB,P00968;,1A9X;1BXR;1C30;1C3O;1CE8;1CS0;1JDB;1KEE;1M6V;1T36;
JW0036,P31552,Crotonobetaine/carnitine--CoA ligase (EC 6.2.1.48) (Betaine:CoA ligase),517,caiC,P31552;,
JW0039,P31553,L-carnitine/gamma-butyrobetaine antiporter,504,caiT,P31553;,2WSX;3HFX;
JW0044,P31679,Putative metabolite transport protein YaaU,443,yaaU,P31679;,
JW0046,P03819,Glutathione-regulated potassium-efflux system protein KefC (K(+)/H(+) antiporter),620,kefC,P03819;,3EYW;3L9W;3L9X;
JW0050,P06992,"Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (High level kasugamycin resistance protein KsgA) (Kasugamycin dimethyltransferase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)",273,rsmA,P06992;,1QYR;3TPZ;4ADV;7AFO;7O5H;8EYT;
JW0053,P31554,LPS-assembly protein LptD (Organic solvent tolerance protein),784,lptD,P31554;,4RHB;
JW0056,P39221,Protein YabQ,52,yabQ,P39221;,
JW0059,P21189,DNA polymerase II (Pol II) (EC 2.7.7.7),783,polB,P21189;,1Q8I;3K57;3K58;3K59;3K5L;3K5M;3K5N;3K5O;3MAQ;
JW0069,P31675,Sugar efflux transporter A,392,setA,P31675;,
JW0074,P0AD79,leu operon leader peptide (leu operon attenuator peptide),28,leuL,P0AD79;,
JW0078,P0ACP1,Catabolite repressor/activator (Fructose repressor),334,cra,P0ACP1;,1UXC;1UXD;2IKS;
JW0085,P0A6W3,Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase),360,mraY,P0A6W3;,8G01;8G02;
JW0087,P0ABG4,Probable peptidoglycan glycosyltransferase FtsW (PGT) (EC 2.4.99.28) (Cell division protein FtsW) (Cell wall polymerase) (Lipid II flippase FtsW) (Peptidoglycan polymerase) (PG polymerase),414,ftsW,P0ABG4;,
JW5007,P62395,Secretion monitor,170,secM,P62395;,2N62;3JBV;8QOA;
JW0101,P60560,GMP reductase (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase) (Guanosine monophosphate reductase),347,guaC,P60560;,
JW0102,P36646,Protein transport protein HofC homolog,400,hofC,P36646;,
JW0105,P30011,Nicotinate-nucleotide pyrophosphorylase [carboxylating] (EC 2.4.2.19) (Quinolinate phosphoribosyltransferase [decarboxylating]) (QAPRTase),297,nadC,P30011;,
JW0108,P15993,Aromatic amino acid transport protein AroP (Aromatic amino acid:H(+) symporter AroP) (General aromatic amino acid permease) (General aromatic transport system),457,aroP,P15993;,
JW0136,P33128,Probable fimbrial chaperone YadV,246,yadV,P33128;,5GHU;
JW0145,P02919,Penicillin-binding protein 1B (PBP-1b) (PBP1b) (Murein polymerase) [Includes: Penicillin-insensitive transglycosylase (EC 2.4.99.28) (Peptidoglycan TGase) (Peptidoglycan glycosyltransferase); Penicillin-sensitive transpeptidase (EC 3.4.16.4) (DD-transpeptidase)],844,mrcB,P02919;,3FWL;3VMA;5FGZ;5HL9;5HLA;5HLB;5HLD;6FZK;6G5R;6YN0;7LQ6;
JW0148,P07822,Iron(3+)-hydroxamate-binding protein FhuD (Ferric hydroxamate uptake protein D) (Ferrichrome-binding periplasmic protein) (Iron(III)-hydroxamate-binding protein FhuD),296,fhuD,P07822;,1EFD;1ESZ;1K2V;1K7S;7LB8;
JW0149,P06972,Iron(3+)-hydroxamate import system permease protein FhuB (Ferric hydroxamate uptake protein B) (Ferrichrome transport system permease protein FhuB) (Ferrichrome uptake protein FhuB) (Iron(III)-hydroxamate import system permease protein FhuB),660,fhuB,P06972;,7LB8;
JW0153,P0AFP0,UPF0126 inner membrane protein YadS,207,yadS,P0AFP0;,
JW0154,P37028,Vitamin B12-binding protein,266,btuF,P37028;,1N2Z;1N4A;1N4D;2QI9;4DBL;4FI3;5M29;5M2Q;5M34;5M3B;5OVW;
JW0162,P27249,Bifunctional uridylyltransferase/uridylyl-removing enzyme (UTase/UR) (Bifunctional [protein-PII] modification enzyme) (Bifunctional nitrogen sensor protein) [Includes: [Protein-PII] uridylyltransferase (PII uridylyltransferase) (UTase) (EC 2.7.7.59); [Protein-PII]-UMP uridylyl-removing enzyme (UR) (EC 3.1.4.-)],890,glnD,P27249;,
JW0168,P45568,1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase),398,dxr,P45568;,1JVS;1K5H;1ONN;1ONO;1ONP;1Q0H;1Q0L;1Q0Q;1T1R;1T1S;2EGH;3ANL;3ANM;3ANN;3R0I;
JW5810,P0ABG1,Phosphatidate cytidylyltransferase (EC 2.7.7.41) (CDP-DAG synthase) (CDP-DG synthase) (CDP-diacylglycerol synthase) (CDS) (CDP-diglyceride pyrophosphorylase) (CDP-diglyceride synthase) (CTP:phosphatidate cytidylyltransferase),285,cdsA,P0ABG1;,
JW0194,P31547,D-methionine transport system permease protein MetI,217,metI,P31547;,3DHW;3TUI;3TUJ;3TUZ;6CVL;
JW0200,P30866,Uncharacterized protein YafE,207,yafE,P30866;,
JW0203,P75672,Uncharacterized protein YafS,240,yafS,P75672;,
JW0208,Q2EEP9,Putative uncharacterized protein YafF,62,yafF,Q2EEP9;,
JW5020,Q47146,Acyl-coenzyme A dehydrogenase (ACDH) (Acyl-CoA dehydrogenase) (EC 1.3.8.7) (EC 1.3.8.8),814,fadE,Q47146;,
JW0226,P28369,Putative peptide chain release factor homolog (RF-H),166,prfH,P28369;,
JW0228,P0A9M5,Xanthine-guanine phosphoribosyltransferase (XGPRT) (EC 2.4.2.-) (EC 2.4.2.22) (Xanthine phosphoribosyltransferase),152,gpt,P0A9M5;,1A95;1A96;1A97;1A98;1NUL;4JIT;4JLS;
JW5027,Q47689,Probable S-methylmethionine permease,467,mmuP,Q47689;,
JW0262,P77596,D-xylonate dehydratase YagF (EC 4.2.1.82),655,yagF,P77596;,
JW0263,P75683,Putative glycoside/cation symporter YagG,460,yagG,P75683;,
JW0264,P77713,"Putative beta-xylosidase (EC 3.2.1.37) (1,4-beta-D-xylan xylohydrolase) (Xylan 1,4-beta-xylosidase)",536,yagH,P77713;,
JW0265,P77300,HTH-type transcriptional regulator XynR (Regulator of xylonate catabolism),252,xynR,P77300;,
JW0270,P77169,Protein YagJ,243,yagJ,P77169;,
JW0275,P71298,Prophage integrase IntF (Putative prophage CP4-6 integrase),466,intF,P71298;,
JW0285,P77802,Probable outer membrane usher protein EcpC,841,ecpC,P77802;,
JW5031,P71301,HTH-type transcriptional regulator EcpR,196,ecpR,P71301;,
JW5038,P75685,Inner membrane protein RclC (Reactive chlorine resistance protein C),197,rclC,P75685;,
JW0300,P77536,Uncharacterized electron transport protein YkgF,475,ykgF,P77536;,
JW0306,P0ABC9,High-affinity choline transport protein,677,betT,P0ABC9;,
JW0309,P77219,Uncharacterized protein YahC,165,yahC,P77219;,
JW0312,P77187,Uncharacterized protein YahF,515,yahF,P77187;,
JW0318,P77393,Uncharacterized protein YahL,271,yahL,P77393;,
JW0327,P0AA82,Cytosine permease,419,codB,P0AA82;,
JW0332,P17583,Cyanate transport protein CynX,384,cynX,P17583;,
JW0333,P07464,Galactoside O-acetyltransferase (GAT) (EC 2.3.1.18) (Acetyl-CoA:galactoside 6-O-acetyltransferase) (Thiogalactoside acetyltransferase) (Thiogalactoside transacetylase),203,lacA,P07464;,1KQA;1KRR;1KRU;1KRV;
JW0334,P02920,Lactose permease (Lactose-proton symport),417,lacY,P02920;,1PV6;1PV7;2CFP;2CFQ;2V8N;2Y5Y;4ZYR;5GXB;6C9W;6VBG;
JW5046,P77589,3-(3-hydroxy-phenyl)propionate transporter (3HPP transporter) (3-(3-hydroxy-phenyl)propionate:H(+) symporter) (3HPP:H(+) symporter),403,mhpT,P77589;,
JW0368,P0AFY6,Peptide antibiotic transporter SbmA,406,sbmA,P0AFY6;,7P34;
JW0380,P0AAN5,Uncharacterized protein YaiA,63,yaiA,P0AAN5;,2KVT;
JW0386,P23910,Putative transporter AraJ,394,araJ,P23910;,
JW0388,P0AG76,Nuclease SbcCD subunit D,400,sbcD,P0AG76;,6S6V;6S85;7YZO;7YZP;7Z03;
JW0389,P0AFJ5,Phosphate regulon transcriptional regulatory protein PhoB,229,phoB,P0AFJ5;,1B00;1GXP;1GXQ;1QQI;1ZES;2IYN;2JB9;2JBA;2Z33;3T72;
JW0391,P0AD99,Branched-chain amino acid permease BrnQ (BCAA permease) (Branched-chain amino acid transport system 2 carrier protein) (LIV-II),439,brnQ,P0AD99;,
JW5055,P0AAE2,Proline-specific permease ProY,457,proY,P0AAE2;,
JW5003,P75620,Uncharacterized protein YaaY,72,yaaY,P75620;,
JW0399,P0AG93,Protein translocase subunit SecF (Sec translocon accessory complex subunit SecF),323,secF,P0AG93;,5MG3;
JW0405,P61714,"6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)",156,ribE,P61714;,
JW0412,P0A8G9,Exodeoxyribonuclease 7 small subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII small subunit) (ExoVII small subunit) (Exonuclease VII small subunit),80,xseB,P0A8G9;,8TXR;
JW0413,P77718,tRNA sulfurtransferase (EC 2.8.1.4) (Sulfur carrier protein ThiS sulfurtransferase) (Thiamine biosynthesis protein ThiI) (tRNA 4-thiouridine synthase),482,thiI,P77718;,
JW5059,P77726,Inner membrane transport protein YajR,454,yajR,P77726;,
JW0418,P0AEA5,Protoheme IX farnesyltransferase (EC 2.5.1.141) (Heme B farnesyltransferase) (Heme O synthase),296,cyoE,P0AEA5;,
JW0419,P0ABJ6,Cytochrome bo(3) ubiquinol oxidase subunit 4 (Cytochrome o ubiquinol oxidase subunit 4) (Cytochrome o subunit 4) (Oxidase bo(3) subunit 4) (Ubiquinol oxidase chain D) (Ubiquinol oxidase polypeptide IV) (Ubiquinol oxidase subunit 4),109,cyoD,P0ABJ6;,1FFT;6WTI;7CUB;7CUQ;7CUW;7N9Z;7XMC;7XMD;8F68;8F6C;8QQK;
JW0420,P0ABJ3,Cytochrome bo(3) ubiquinol oxidase subunit 3 (Cytochrome o ubiquinol oxidase subunit 3) (Cytochrome o subunit 3) (Oxidase bo(3) subunit 3) (Ubiquinol oxidase chain C) (Ubiquinol oxidase polypeptide III) (Ubiquinol oxidase subunit 3),204,cyoC,P0ABJ3;,1FFT;6WTI;7CUB;7CUQ;7CUW;7N9Z;7XMC;7XMD;8F68;8F6C;8GO3;8QQK;
JW0421,P0ABI8,Cytochrome bo(3) ubiquinol oxidase subunit 1 (cyt bo(3) subunit 1) (EC 7.1.1.3) (Cytochrome b562-o complex subunit I) (Cytochrome o ubiquinol oxidase subunit 1) (Cytochrome o subunit 1) (Oxidase bo(3) subunit 1) (Ubiquinol oxidase chain A) (Ubiquinol oxidase polypeptide I) (Ubiquinol oxidase subunit 1),663,cyoB,P0ABI8;,1FFT;6WTI;7CUB;7CUQ;7CUW;7N9Z;7XMC;7XMD;8F68;8F6C;8QQK;
JW0423,P0AE16,Anhydromuropeptide permease (AmpG permease) (Muropeptide:H(+) symporter),491,ampG,P0AE16;,
JW0424,P0ADA5,Uncharacterized lipoprotein YajG,192,yajG,P0ADA5;,
JW0427,P0A6G7,ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Caseinolytic protease) (Endopeptidase Clp) (Heat shock protein F21.5) (Protease Ti),207,clpP,P0A6G7;,1TYF;1YG6;1YG8;2FZS;3HLN;3MT6;6NB1;6PO1;6PO3;6POD;6POS;6PPE;6UQE;6UQO;6W1Z;6W20;6W21;6WR2;6WRF;6WSG;7MK5;7UIV;7UIW;7UIX;7UIY;7UIZ;7UJ0;8E7V;8E8Q;8E91;8ET3;
JW0430,P0ACF4,DNA-binding protein HU-beta (HU-1) (NS1),90,hupB,P0ACF4;,2O97;4P3V;4YEW;4YFT;
JW0432,P0AAR8,Uncharacterized protein YbaV,123,ybaV,P0AAR8;,
JW0433,P77712,Long-chain acyl-CoA thioesterase FadM (EC 3.1.2.-) (Acyl-CoA thioester hydrolase) (Thioesterase 3) (Thioesterase III),132,fadM,P77712;,1NJK;
JW0441,P69681,Ammonium transporter AmtB (Ammonia channel AmtB) (Ammonium channel AmtB),428,amtB,P69681;,1U77;1U7C;1U7G;1XQE;1XQF;2NMR;2NOP;2NOW;2NPC;2NPD;2NPE;2NPG;2NPJ;2NPK;2NS1;2NUU;3C1G;3C1H;3C1I;3C1J;6B21;
JW0443,P77717,Uncharacterized lipoprotein YbaY,190,ybaY,P77717;,
JW0451,P31224,Multidrug efflux pump subunit AcrB (AcrAB-TolC multidrug efflux pump subunit AcrB) (Acridine resistance protein B),1049,acrB,P31224;,1IWG;1OY6;1OY8;1OY9;1OYD;1OYE;1T9T;1T9U;1T9V;1T9W;1T9X;1T9Y;2DHH;2DR6;2DRD;2GIF;2HQC;2HQD;2HQF;2HQG;2HRT;2I6W;2J8S;2RDD;2W1B;3AOA;3AOB;3AOC;3AOD;3D9B;3NOC;3NOG;3W9H;4C48;4CDI;4DX5;4DX6;4DX7;4K7Q;4U8V;4U8Y;4U95;4U96;4ZIT;4ZIV;4ZIW;4ZJL;4ZJO;4ZJQ;4ZLJ;4ZLL;4ZLN;5EN5;5ENO;5ENP;5ENQ;5ENR;5ENS;5ENT;5JMN;5NC5;5NG5;5O66;5V5S;5YIL;6BAJ;6CSX;6Q4N;6Q4O;6Q4P;6SGR;6SGS;6SGT;6SGU;6ZO5;6ZO6;6ZO7;6ZO8;6ZO9;6ZOA;6ZOB;6ZOC;6ZOD;6ZOE;6ZOF;6ZOG;6ZOH;7B5P;7B8R;7B8S;7B8T;7O3L;7O3M;7O3N;7OUK;7OUL;7OUM;7RR6;7RR7;7RR8;8PX7;
JW0454,P77338,Mechanosensitive channel MscK (Potassium efflux system KefA),1120,mscK,P77338;,7UW5;7UX1;
JW0455,P45807,Uncharacterized protein YbaM,53,ybaM,P45807;,
JW0459,P06710,DNA polymerase III subunit tau (EC 2.7.7.7) (DNA polymerase III subunit gamma),643,dnaX,P06710;,1JR3;1NJF;1NJG;1XXH;1XXI;2AYA;3GLF;3GLG;3GLH;3GLI;5FKU;5FKV;8GIY;8GIZ;8GJ0;8GJ1;8GJ2;8GJ3;8VAL;8VAM;8VAN;8VAP;8VAQ;8VAR;8VAS;8VAT;
JW0468,P52067,Fosmidomycin resistance protein,406,fsr,P52067;,
JW0475,P77400,Inner membrane transport protein YbaT,430,ybaT,P77400;,
JW0482,P0AFP4,Uncharacterized oxidoreductase YbbO (EC 1.-.-.-),269,ybbO,P0AFP4;,
JW0486,P16919,Protein RhsD,1426,rhsD,P16919;,
JW0499,P75712,Putative allantoin permease (Allantoin transport protein) (Allantoin transporter),484,ybbW,P75712;,
JW0501,P77328,Putative purine permease YbbY,433,ybbY,P77328;,
JW0503,P75713,(S)-ureidoglycine aminohydrolase (UGHY) (UGlyAH) (EC 3.5.3.26),261,allE,P75713;,1RC6;
JW5070,P0AAS7,Putative RNA-binding protein YbcJ,70,ybcJ,P0AAS7;,1P9K;
JW0521,P77468,Outer membrane usher protein SfmD,867,sfmD,P77468;,
JW0530,P75718,Putative protein RenD (Putative defective protein Ren from DLP12 prophage),61,renD,P75718;,
JW0534,P77634,Uncharacterized HTH-type transcriptional regulator YbcM,265,ybcM,P77634;,
JW0536,Q47270,Prophage NinE homolog (Protein NinE homolog from lambdoid prophage DLP12),56,ninE,Q47270;,
JW0553,P05052,HTH-type transcriptional regulator AppY (M5 polypeptide),249,appY,P05052;,
JW0562,P77214,Cation efflux system protein CusF,110,cusF,P77214;,1ZEQ;2QCP;2VB2;2VB3;3E6Z;
JW0564,P38054,Cation efflux system protein CusA,1047,cusA,P38054;,3K07;3K0I;3KSO;3KSS;3NE5;3T51;3T53;3T56;4DNR;4DNT;4DOP;7KF5;7KF6;7KF7;7KF8;
JW0565,P24207,Phenylalanine-specific permease (Phenylalanine:H(+) symporter PheP),458,pheP,P24207;,
JW0569,P77506,Uncharacterized protein YbdJ,82,ybdJ,P77506;,
JW0577,P18393,Enterobactin biosynthesis protein YbdZ,72,ybdZ,P18393;,5JA1;
JW0581,P23877,Ferric enterobactin transport system permease protein FepG,330,fepG,P23877;,
JW0582,P23876,Ferric enterobactin transport system permease protein FepD,334,fepD,P23876;,
JW0583,P24077,Enterobactin exporter EntS (Protein p43),416,entS,P24077;,
JW0590,P15078,Peptide transporter CstA (Carbon starvation protein A),701,cstA,P15078;,
JW0591,P0AAS9,Uncharacterized protein YbdD,65,ybdD,P0AAS9;,
JW0604,P0AE74,Citrate/succinate antiporter (Citrate carrier) (Citrate transporter),487,citT,P0AE74;,
JW0606,P0A6G5,Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase (EC 2.7.7.61) (Apo-ACP nucleodityltransferase) (Holo-ACP synthase) (Holo-citrate lyase synthase),183,citX,P0A6G5;,7DCM;7DCN;
JW0611,P77510,Sensor histidine kinase DpiB (EC 2.7.13.3) (Sensor histidine kinase CitA),552,dpiB,P77510;,
JW0618,P0A972,Cold shock-like protein CspE (CSP-E),69,cspE,P0A972;,
JW0620,P0DP63,Putative protein YbeH,75,ybeH,P0DP63;,
JW0628,P10100,Endolytic peptidoglycan transglycosylase RlpA (EC 4.2.2.-) (Rare lipoprotein A),362,rlpA,P10100;,
JW0629,P0ABG7,Peptidoglycan glycosyltransferase MrdB (PGT) (EC 2.4.99.28) (Cell elongation protein RodA) (Cell wall polymerase) (Peptidoglycan polymerase) (PG polymerase) (Rod shape-determining protein),370,mrdB,P0ABG7;,
JW0644,P77359,Uncharacterized J domain-containing protein DjlC,483,djlC,P77359;,
JW0648,P0AER5,Glutamate/aspartate import permease protein GltK,224,gltK,P0AER5;,
JW0649,P0AER3,Glutamate/aspartate import permease protein GltJ,246,gltJ,P0AER3;,
JW0660,P22106,Asparagine synthetase B [glutamine-hydrolyzing] (AS-B) (EC 6.3.5.4),554,asnB,P22106;,1CT9;
JW0679,P0AAF1,Putrescine transporter PotE (Putrescine-proton symporter / putrescine-ornithine antiporter),439,potE,P0AAF1;,
JW0689,P16918,Protein RhsC,1397,rhsC,P16918;,
JW0699,P75742,Dipeptide permease D,493,dtpD,P75742;,4Q65;
JW0709,P37909,Uncharacterized fimbrial-like protein YbgD,188,ybgD,P37909;,
JW0719,P13669,Mannosyl-D-glycerate transport/metabolism system repressor MngR (Fatty acyl-responsive regulator) (Protein P30),240,mngR,P13669;,
JW0722,P0ABJ9,Cytochrome bd-I ubiquinol oxidase subunit 1 (EC 7.1.1.7) (Cytochrome bd-I oxidase subunit I) (Cytochrome d ubiquinol oxidase subunit I),522,cydA,P0ABJ9;,6RKO;6RX4;
JW0723,P0ABK2,Cytochrome bd-I ubiquinol oxidase subunit 2 (EC 7.1.1.7) (Cytochrome bd-I oxidase subunit II) (Cytochrome d ubiquinol oxidase subunit II),379,cydB,P0ABK2;,6RKO;6RX4;
JW0734,P0AFK2,Nicotinamide riboside transporter PnuC,239,pnuC,P0AFK2;,
JW0735,P75757,Zinc transporter ZitB,313,zitB,P75757;,
JW0736,P0AAV6,Uncharacterized protein YbgS,126,ybgS,P0AAV6;,
JW0748,P09833,Molybdenum import ATP-binding protein ModC (EC 7.3.2.5),352,modC,P09833;,
JW0753,P75763,Inner membrane protein YbhI,477,ybhI,P75763;,
JW0767,P30748,Molybdopterin synthase sulfur carrier subunit (MPT synthase subunit 1) (Molybdenum cofactor biosynthesis protein D) (Molybdopterin-converting factor small subunit) (Molybdopterin-converting factor subunit 1) (Sulfur carrier protein MoaD),81,moaD,P30748;,1FM0;1FMA;1JW9;1JWA;1JWB;1NVI;3BII;
JW0769,P0AAC4,Inner membrane protein YbhL,234,ybhL,P0AAC4;,
JW5331,P69348,Toxin YoeB (EC 3.1.-.-) (Putative endoribonuclease YoeB) (Putative mRNA interferase Yoeb),84,yoeB,P69348;,2A6Q;2A6R;2A6S;4V8X;6NY6;
JW0771,P75770,Inner membrane protein YbhN,318,ybhN,P75770;,
JW0774,P0AAW5,Inner membrane protein YbhQ,136,ybhQ,P0AAW5;,
JW5803,P0AFP9,Probable multidrug ABC transporter permease YbhR,368,ybhR,P0AFP9;,
JW0787,P0AAX3,Uncharacterized protein YbiJ,86,ybiJ,P0AAX3;,
JW5106,P0AAX6,Uncharacterized protein McbA (MqsR-controlled colanic acid and biofilm protein A),86,mcbA,P0AAX6;,
JW0795,P0AEQ6,Glutamine transport system permease protein GlnP,219,glnP,P0AEQ6;,
JW0798,P0AA67,Threonine/homoserine exporter RhtA,295,rhtA,P0AA67;,
JW0801,P0A9F1,Transcriptional regulator MntR (Manganese transport regulator),155,mntR,P0A9F1;,2H09;
JW0802,P75788,Inner membrane protein YbiR,372,ybiR,P75788;,
JW0826,P0AEY8,Multidrug transporter MdfA (Chloramphenicol resistance pump Cmr),410,mdfA,P0AEY8;,4ZOW;4ZP0;4ZP2;6EUQ;6GV1;6OOM;6OOP;6OOQ;6VRZ;6VS0;6VS1;6VS2;
JW0829,P75810,Inner membrane protein YbjJ,402,ybjJ,P75810;,
JW5114,P75811,HTH-type transcriptional regulator RcdA (Regulator of csgD),178,rcdA,P75811;,5X5I;7ACL;7ACM;7ACO;
JW0831,P60869,Putative transport protein YbjL,561,ybjL,P60869;,
JW0833,P68688,Glutaredoxin 1 (Grx1),85,grxA,P68688;,1EGO;1EGR;1GRX;1QFN;
JW0840,P31135,Putrescine transport system permease protein PotH,317,potH,P31135;,
JW0841,P0AFL1,Putrescine transport system permease protein PotI,281,potI,P0AFL1;,
JW0845,P0AE30,Arginine ABC transporter permease protein ArtM,222,artM,P0AE30;,
JW0858,P75826,Lysine exporter LysO (Lys outward permease),299,lysO,P75826;,
JW0859,P60844,Aquaporin Z (Bacterial nodulin-like intrinsic protein) (Water channel AqpZ),231,aqpZ,P60844;,1RC2;2ABM;2O9D;2O9E;2O9F;2O9G;3NK5;3NKA;3NKC;8H1D;
JW0864,P0A968,Cold shock-like protein CspD (CSP-D),74,cspD,P0A968;,
JW0870,P29018,Glutathione/L-cysteine transport system ATP-binding/permease protein CydD (EC 7.4.2.-),588,cydD,P29018;,7ZD5;7ZDA;7ZDB;7ZDC;7ZDE;7ZDF;7ZDG;7ZDK;7ZDL;7ZDR;7ZDS;7ZDT;7ZDU;7ZDV;7ZDW;7ZE5;7ZEC;8IPS;8IPT;
JW0879,P18777,Anaerobic dimethyl sulfoxide reductase chain C (DMSO reductase anchor subunit),287,dmsC,P18777;,
JW0881,P21503,Uncharacterized MFS-type transporter YcaD,382,ycaD,P21503;,
JW5119,P75835,Inner membrane transporter YcaM,476,ycaM,P75835;,
JW0887,P0AC23,Formate channel FocA (Formate transporter FocA),285,focA,P0AC23;,
JW5120,P37443,Uncharacterized protein YcaI,754,ycaI,P37443;,
JW0900,P0AAZ7,UPF0434 protein YcaR,60,ycaR,P0AAZ7;,
JW0904,P36566,tRNA 5-carboxymethoxyuridine methyltransferase (EC 2.1.1.-) (cmo5U methyltransferase),261,cmoM,P36566;,8JOZ;
JW0907,P22523,Chromosome partition protein MukB (Structural maintenance of chromosome-related protein),1486,mukB,P22523;,1QHL;2WMM;3IBP;4MN4;6H2X;
JW0910,P75849,Hydroxyacylglutathione hydrolase GloC (EC 3.1.2.6) (Accessory type II glyoxalase) (Glyoxalase II 2) (GlxII-2),215,gloC,P75849;,
JW0911,P00509,Aspartate aminotransferase (AspAT) (EC 2.6.1.1) (Transaminase A),396,aspC,P00509;,1AAM;1AAW;1AHE;1AHF;1AHG;1AHX;1AHY;1AIA;1AIB;1AIC;1AMQ;1AMR;1AMS;1ARG;1ARH;1ARI;1ARS;1ART;1ASA;1ASB;1ASC;1ASD;1ASE;1ASF;1ASG;1ASL;1ASM;1ASN;1B4X;1BQA;1BQD;1C9C;1CQ6;1CQ7;1CQ8;1CZC;1CZE;1G4V;1G4X;1G7W;1G7X;1IX6;1IX7;1IX8;1QIR;1QIS;1QIT;1SPA;1TOE;1TOG;1TOI;1TOJ;1TOK;1X28;1X29;1X2A;1YOO;2AAT;2D5Y;2D61;2D63;2D64;2D65;2D66;2D7Y;2D7Z;2Q7W;2QA3;2QB2;2QB3;2QBT;3AAT;3QN6;3QPG;3ZZJ;3ZZK;4A00;4DBC;4F5F;4F5G;4F5H;4F5I;4F5J;4F5K;4F5L;4F5M;5EAA;5T4L;5VWQ;5VWR;8E9C;8E9D;8E9J;8E9K;8E9L;8E9M;8E9N;8E9O;8E9P;8E9Q;8E9R;8E9S;8E9T;8E9U;8E9V;
JW0918,P80645,Alkanesulfonate monooxygenase (EC 1.14.14.5) (FMNH2-dependent aliphatic sulfonate monooxygenase) (Sulfate starvation-induced protein 6) (SSI6),381,ssuD,P80645;,1M41;1NQK;
JW0920,P80644,FMN reductase (NADPH) (EC 1.5.1.38) (FMN reductase) (Sulfate starvation-induced protein 4) (SSI4),191,ssuE,P80644;,4PTY;4PTZ;4PU0;6DQI;6DQO;6DQP;
JW0932,P43672,ATP-binding protein Uup (EC 3.6.1.-),635,uup,P43672;,2LW1;
JW0933,P0AFL9,Intermembrane transport protein PqiA (Paraquat-inducible protein A),417,pqiA,P0AFL9;,
JW0934,P43671,Intermembrane transport protein PqiB (Paraquat-inducible protein B),546,pqiB,P43671;,5UVN;
JW0936,P0AFW2,Ribosome modulation factor (RMF) (Hibernation factor RMF) (Protein E),55,rmf,P0AFW2;,4V8G;6H4N;6H58;
JW5128,P75870,Inner membrane protein YccS,717,yccS,P75870;,
JW0944,P0AB12,Inner membrane protein YccF,148,yccF,P0AB12;,
JW0945,P15038,DNA helicase IV (EC 5.6.2.4) (75 kDa helicase) (DNA 3'-5' helicase IV),684,helD,P15038;,
JW0953,P0AAC6,Modulator of FtsH protease YccA,219,yccA,P0AAC6;,
JW0956,P0AAM1,Probable Ni/Fe-hydrogenase 1 B-type cytochrome subunit,235,hyaC,P0AAM1;,4GD3;6G94;
JW0960,P26459,Cytochrome bd-II ubiquinol oxidase subunit 1 (EC 7.1.1.3) (Cytochrome bd-II oxidase subunit I),514,appC,P26459;,7OSE;7OY2;
JW0961,P26458,Cytochrome bd-II ubiquinol oxidase subunit 2 (EC 7.1.1.3) (Cytochrome bd-II oxidase subunit II),378,appB,P26458;,7OSE;7OY2;
